CD_CIRURGIA,DS_CIRURGIA,Codigo Tabela AMB,SN_ATIVO
2333,LARINGOSCOPIA C/ DILATACAO P/ ESTENOSE,40202178,S
1450,BRONCOSCOPIA RIGIDA C/DILATACAO P/ESTENO,40202178,S
2335,TRAQUEOSCOPIA C/ RETIRADA DE CORPO ESTRANHO,40202437,S
2454,RETIRADA DE CATETER DE LONGA PERMAN�NCIA SEMI OU TOTALMENTE  IMPLANT�VEL,31103472,S
2414,RETIRADA DE CATETER DUPLO J,31103472,S
1233,ABSCESSO PERIURETRAL - TRAT CIRURGICO,31104010,S
1234,BIOSPIA ENDOSCOPICA DA URETRA,31104029,S
1672,ELETROCOAGULACAO DE DOENCA PLEURAL,31104061,S
1238,ELETROCOAGULACAO ENDOSCOPICA,31104061,S
1298,MEATOPLASTIA (RETALHO CUTANEO),31104134,S
141,DIVERTICULECTOMIA CERVICAL,31001246,S
1845,GASTROSTOMIA EM RN/LACTENTE,31002170,S
7,GASTROSTOMIA,31002170,S
6,GASTROTOMIA PARA QUALQUER FINALIDADE,31002170,S
2138,GASTROSTOMIA PED P/RET DE CE/LESAO ISOLADA,31002161,S
2730,AMPUTACAO ABDOMINAL - PERINEAL DE RETO EM ONCOLOGIA,31003010,S
71,AMPUTACAO ABDOMICO-PERINEAL DO RETO COMP,31003010,S
2197,APPLE PEEL PED - TRAT CIRURGICO,31003087,S
2185,ATRESIA JEJUNAL DISTAL/ ILEAL PED - TRAT CIRURGICO,31003117,S
54,ESVAZIAMENTO PELVICO ANTERIOR/ POSTERIOR,31003346,S
95,ESTENOSE ANAL - TRAT CIRURGICO,31004083,S
3078,FISTULECTOMIA ANORRETAL COM ABAIXAMENTO MUCOSO,31004156,S
1430,POLIPO RETAL PED - RESSECCAO ENDOANAL,31004245,S
1458,PROLAPSO RETAL - ESCLEROSE,31004253,S
910,ANASTOMOSE BILIODIGESTIVA INTRA-HEPATICA,31005039,S
3075,URETEROCISTOGRAFIA ACIMA DE 12 ANOS,40807053,S
3074,URETEROCISTOGRAFIA CRIAN�A ATE 12 ANOS,40807061,S
2527,ANGIOGRAFIA POR CATETERISMO NAO SELETIVO DE GRANDE VASO,40812030,S
2528,ANGIOGRAFIA POR CATETERISMO SELETIVO DE RAMO PRIMARIO POR VASO,40812049,S
2525,ANGIOGRAFIA POR CATETERISMO SELETIVO DE RAMO PRIMARIO POR VASO,40812049,S
42,AMPLIACAO DO ANEL VALVAR,30902010,S
2890,PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA,30902029,S
2019,COMISSUROTOMIA SEM CEC,30902037,S
1537,PLASTIA VALVAR,30902045,S
3199,TROCA DE VALVULA ORTICA,30902053,S
3198,TROCA DE VALVULA MITRAL,30902053,S
2886,PLASTICA/TROCA DE VALVULA TRICUSPIDE (ANOMALIA DE EBSTEIN),30902053,S
2476,PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA,30902053,S
41,TROCA VALVAR UNICA - VALVOPLASTIA,30902053,S
426,ANEURISMECTOMIA DE VENTRICULO ESQUERDO,30903017,S
2927,TROCA VALVAR C/REVASCULARIZACAO MIOCARDICA,30903025,S
427,REVASCULARIZACAO MIOCARDIO SEM EXTRAC,30903025,S
2866,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO,30904021,S
37,INSTALACAO MARCAPASSO EPIMIOCARDIO TEMP,30904080,S
48,RECOLOCACAO DO ELETRODO,30904102,S
49,TROCA DE GERADOR,30904129,S
76,IMPLANTE PERCUTANEO DE BALAO INTRA-AORTI,30905010,S
1,COLOCACAO BALAO INTRAORTICO,30905010,S
1141,MEDIASTINOTOMIA C/ DESCOMPRES E DERI VEN,30905052,S
973,INSTALACAO DO CIRCUITO DE CIRCULACAO EXTG,30905036,S
974,INSTALACAO DO CIRCUITO DE CIRCULACAO EXTR,30905044,S
33,ANEURISMA AORTA ABDOMINAL SUB-RENAL,30906016,S
3116,CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA TORACICA C/ ENDOPROTESE RETA OU CONICA,30906032,S
2555,ANEURISMA DE AORTA TORACICA,30906032,S
359,ANEURISMA AORTA-TORACICA - CORREC CIR,30906032,S
87,ANEURISMAS - OUTROS,30906075,S
2556,ANEURISMAS TORACICOS OU TORACO ABDOMINAIS,30906083,S
72,ANEURISMA TORACO-ABDOMINAL - CORREC CIR,30906083,S
2016,ANGIOPLASTIA OU DILATACAO TRANS-OPERATOR,30906113,S
375,ARTERIA HIPOGASTRICA,30906121,S
153,ARTERIA MESENTERICA INFERIOR - REVASCULARIZACAO,30906130,S
2728,RESSECCAO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA,30906148,S
376,ARTERIA MESENTERICA SUPERIOR - REVASCULARIZACAO,30906148,S
1882,ARTERIA RENAL BILATERAL - REVASCULARIZAC,30906156,S
393,ARTERIOPLASTIA FEMORAL PROFUNDA,30906385,S
1871,CATETERISMO ARTERIA RADIAL - P/ PAM,30906164,S
394,ENDARTERECTOMIA AORTO-ILIACA,30906180,S
36,ENDARTERECTOMIA CAROTIDEA - QUALQUER TECNICA,30906199,S
379,ENDARTERECTOMIA CAROTIDIANA,30906199,N
1915,ENDARTERECTOMIA ILIACO-FEMORAL C/ OU S/ REMENDO,30906202,S
1250,LIGADURA DE CAROTIDA,30906210,S
2017,LIGADURA DE CAROTIDA,30906210,N
952,LIGADURA DE CAROTIDEA OU RAMOS,30906210,S
1872,REVASCULARIZACAO AORTO-BI-FEMORAL,30906229,S
135,REVASCULARIZACAO AORTO BILIACA,30906237,S
396,REVASCULARIZACAO AORTO-ILIACA-UNILATERAL,30906253,S
398,PONTE AXILO-BI-FEMORAL,30906261,S
397,PONTE AXILO-FEMORAL,30906270,S
31,REVASCULARIZACAO DISTAL,30906288,S
1883,PONTE FEMORO-POPLITEA,30906296,S
102,PONTE FEMORO-FEMORAL CRUZADA,30906300,S
1869,REVASCULARIZACAO TRONCOS SUPRA-AORTICOS,30906342,S
953,PONTES TRANS-CERVICAIS - QUALQUER TIPO,30906350,S
32,REOPERACAO DE AORTA ABDOMINAL,30906393,S
134,RETIRADA PROTESE INFECTADA POSICAO NAO AORTICA,30906407,S
395,REVASCULARIZACAO AORTO-FEMORAL-UNILATERA,30906415,S
954,REVASCULARIZACAO ARTERIAL MEMBRO SUPERIOR,30906423,S
1641,TRATAMENTO CIRUR ISQUEMIA CEREBRAL,30906431,S
85,SINDROME POS-TROMBOTICA BILATERAL - TRAT CIRURGICO,30906440,S
232,REVASCULARIZACAO ARTERIA VERTEBRAL,30906440,S
88,TUMOR CAROTIDEO - TRATAMENTO CIRURGICO,30906458,S
392,TRONCO CELIACO,30906466,S
995,RESTAURACAO DE FLUXO VENOSO,30907020,S
1828,SEMIOLOGIA PARA IMPOTENCIA,30907039,S
86,IMPOTENCIA COEUNDI VENOSA - CURA CIRURGICA,30907039,S
1884,HIPERTENSAO PORTA - QUALQUER TIPO,30907047,S
955,FULGURACAO DE TELANGIECTASIAS,30907071,S
997,INTERRUPCAO VEIA CAVA INF C/FILTRO TRANS,30907080,S
998,INTERRUPCAO CIRURGICA VEIA CAVA INFERIOR,30907098,S
1855,SINDROME POS-TROMBOTICA UNILATERAL - TRAT CIRURGICO,30907101,S
2590,TROMBECTOMIA VENOSA,30907110,S
996,TROMBECTOMIA VENOSA,30907110,S
1000,VARIZES - TRATAMENTO CIRURGICO BILATERAL,30907136,S
999,VARIZES-TRATAMENTO CIRURGICO UNILATERAL,30907144,S
422,"FISTULA AORTO-CAVA, RENO-CAVA E ILIO-ILI",30908019,S
1887,FISTULA ARTERIO VEN CERVICAL/CEFAL EXTRA,30908035,S
455,TRANSPLANTE MUSCUL-SERRATO MAIOR,30703166,S
533,TRANSPLANTE MUSCUL-SUPINADOR LONGO,30703174,S
380,TRANSPLANTE MUSCUL-TENSOR DA FASCIA LATA,30703182,S
382,TRANSPLANTE COSTELAS (OSSEOS VASC/OSTEOM,30704014,S
383,TRANSPLANTE ILIACO OSSEOS VASC/OSTEOMUSC,30704022,S
409,TRANSPLANTE OSTEOCUTANEO DE ILIACO,30704030,S
408,TRANSPLANTE OSTEOCUTANEO DE COSTELA,30704049,S
1998,TRANSPLANTE OSTEOMUSCULOCUTANEO COSTELA,30704057,S
458,OUTROS TRANSPLANTES OSSEOS E OSTEOMUSCUL,30704065,S
1435,TRANSPLANTE PERONIO/FIBULA (OSSEOS VASC,30704073,S
3144,RETIRADA DE OSSOS PARA TRANSPLANTE,30704081,S
175,TRANSPLANTE OSSEO VASCULARIZADO MICRO-ANOSTOMOSE,30704081,S
1158,TRANSPLANTE DOIS RET MUSCUL COMB ISO ASS,30705010,S
462,"TRANSPLANTE DOIS RET CUTANEO COMB,ISO,AS",30705029,S
429,TRANSPLANTE DOIS RET CUTANEO/MUSC COMB,30705037,S
1133,TRANSPLANTE DOIS RETALHOS -CUTANEO/RET COMB,30705045,S
1928,TRANSPLANTE DE EPIPLON,30705053,S
536,"TRANSPLANTE OUTROS RETAL,ISOL E ASS MED",30705061,S
1134,TRANSPLANTE TRES RET CUT SEPARADO COMBIN,30705070,S
461,REIMPL SEGMENTO DISTAL MEMBR SUP,30705100,S
637,REIMPL MEMBRO INF MEDIO PROXIMAL PER,30706017,S
1241,REIMPL MEMBRO INF PE ATE TERCO MEDIO,30706025,S
2004,REIMPL MEM SUP TERCO MED ANTEBRACO/OMBRO,30706033,S
595,REIMPL MEM SUP MEDIO DISTAL ANT,30706033,S
1935,TRANSPLANTE ARTICULAR DE METATARSOFALANGICA P/MAO,30707013,N
1191,TRANSPLANTE ARTICULAR DE METATARSOS P/ MAO,30707013,S
492,TRANSPLANTE 2O PODODACTILO P/ OUTRO DEDO,30707021,S
676,TRANSPLANTE 2O PODODACTILO P/ OUTRO DEDO,30707021,N
441,TRANSPLANTE DE DEDOS DO PE PARA MAO,30707030,S
442,TRANSPLANTE DOIS PODODACTILIOS PARA MAO,30707064,S
639,TRANSPLANTE 2O PODODACTILO P/ O POLEGAR,30707048,S
1159,TRANSPLANTE DE HALLUX PARA POLEGAR,30707056,S
638,TRANSPLANTE DO HALLUX PARA O POLEGAR,30707056,S
2028,TRACAO TRANSESQUELETICA (POR MEMBRO),30709032,S
473,"FIO,PINO,PARAFUSO OU HASTE METALICA INTRA OSSEA",30710022,S
2076,RETIRADA DE PLACAS,30710030,S
475,PROTESE DE SUSBT DE PEQUENA ARTICULACAO,30710049,S
3127,ARTROSCOPIA PARA ARTICULACAO DE MANDIBULA(SINOVIAL),30713153,S
1733,"ARTROSCOPIA JOELHO,TORN,COTOV,PUNHO-DIAG",30713153,S
1352,ARTROSCOPIA JOELHO PARA DIAGNOSTICO,30713153,S
2483,BIOPSIA DE MEDULA OSSEA,30713021,S
371,ABSCESSO SUPERFICIAL DO PUNHO,30713021,S
795,ENXERTOS EM OUTRAS PSEUDOARTROSES,30713048,S
737,MANIPULACAO ARTICULAR - ANESTESIA GERAL,30713064,S
3115,BLOQUEIO ARTICULAR,30713137,S
708,ARTROSCOPIA PARA CIRURGIA,30713145,S
709,RETIRADA ENXERTO OSSEO,30713072,N
40,RETIRADA DE ENXERTO OSSEO,30713072,S
556,CORPO ESTRANHO INTRA-ARTICULAR,30714010,S
557,CORPO ESTRANHO INTRA-MUSCULAR,30714036,S
558,CORPO ESTRANHO INTRA-OSSEO,30714028,S
1597,ARTRODESE COLUNA C/ INSTRUMENTACAO - VIA ANTERIOR,30715016,S
629,HERNIA DISCAL LOMBAR  - TRAT CIRURGICO C/ARTRODESE,30715016,S
1611,ARTRODESE COLUNA C/ INSTRUMENTACAO - VIA POSTERIOR,30715016,S
704,ARTRODESE COLUNA VERTEBRAL VIA POSTERIOR,30715016,S
2405,ARTRODESE CERVICAL,30715024,S
1644,ARTRODESE COLUNA POR VIA POSTERIOR,30715024,S
1643,ARTRODESE COLUNA POR VIA ANTERIOR,30715024,S
1370,ARTRODESE COLUNA VERTEBRAL VIA ANT/POSTE,30715024,S
1371,BIOPSIA CIRURGICA COLUNA,30715032,S
3214,RESSECCAO ENDOSCOPICA DA COLUNA LOMBAR,30715059,S
436,CORDOTOMIA E MIELOTOMIA A CEU ABERTO,30715067,S
1895,COSTELA CERVICAL: TRATAMENTO CIRURGICO,30715075,S
1909,COSTELA CERVICAL BILATERAL- RESSECCAO,30715075,S
1443,COSTELA CERVICAL - TRATAMENTO CIRURGICO,30715075,S
635,COSTELA CERVICAL UNILATERAL - RESSECCAO,30715075,S
437,DERIVACAO LOMBO-PERITONEAL,30715083,S
144,DERIVACAO ESOFAGICA COM TORACOTOMIA,30715083,S
1632,DESCOMPRESSAO MEDULAR E/OU CAUDA EQUINA,30715091,S
1454,DESCOMPRESSAO MEDULAR,30715091,S
479,DESCOMPRESSAO MEDULAR ASS C/ ARTRODESE,30715091,S
1631,DORSO CURVO/ ESCOLIOSE/GIDA COSTAL - TRAT CRUENTO,30715105,S
2027,ESCOLIOSE - TRAT CIRURGICO S/ INSTRUMENTAL,30715105,S
1453,DORSO CURVO/ESCOLIOSE/GIDA COSTAL - TRATAMENTO CIRURGICO,30715105,S
485,GIBA COSTAL - TRATAMENTO CIRURGICO,30715105,S
480,ESCOLIOSE - TRAT CIRURGICO C/ INSTRUMENTAL,30715105,S
482,ESPONDILOLISTESE - TRAT CIRURGICO S/INSTRUMENTACAO,30715113,S
481,ESPONDILOLISTESE - TRAT CIRURGICO C/INSTRUMENTACAO,30715113,S
1633,FRATURA DO COCCIX - TRAT CIRURGICO,30715148,S
1372,COCCIX - RESSECCAO CIRURGICA,30715148,S
483,FRATURA LUXACAO COLUNA - RED INCRUENTA,30715156,S
484,FRATURA LUXACAO COLUNA - TRAT CIRURGICO,30715164,S
2444,RESSEC�� ELEMENTO VERTEBRAL POSTERIOR/POSTERO-LATERAL DISTAL A C2 (ATE 2 SEGMENTOS),30715172,S
487,HEMI-VERTEBRA - RESSECCAO VIA ANTERIOR,30715172,S
486,HEMI-VERTEBRA - RESSECCAO VIA POSTERIOR,30715172,S
488,HERNIA DISCAL - TRAT CIRURGICO,30715393,S
538,HERNIA DISCAL CERVICA -  TRAT CIRURGICO VIA POSTERIOR,30715393,S
537,HERNIA DISCAL CERVICAL  - TRAT CIRURGICO VIA ANTERIOR,30715393,S
1596,HERNIA DISCAL DORSAL/LOMBAR - MICROCIRURGIA,30715180,S
1132,HERNIA DISCAL DORSAL/ LOMBAR TRAT MICROS,30715180,N
539,HERNIA DISCAL DORSAL/LOMBAR - TRAT CIRURGICO,30715180,S
1251,ABSCESSO EPIDURAL - LAMINECTOMIA,30715199,S
541,LAMINECTOMIA EXPLORADORA,30715199,S
540,LAMINECTOMIA DESCOMPRESSIVA,30715199,S
463,TUMORES INTRA-RAQUIDIANOS: LAMINECTOMIA,30715199,S
421,ARACNOIDITE ESPINHAL: LAMINECTOMIA,30715199,S
674,OSTEOMIELITE COLUNA - TRAT CIRURGICO,30715210,S
1305,OSTEOTOMIA COLUNA VIA ANT/ POSTERIOR,30715229,S
675,PSEUDO ARTROSE COLUNA - TRAT CIRURGICO,30715245,S
2967,DRENAGEM LIQUORICA LOMBAR EXTERNA,30715253,S
544,RETIRADA CORPO ESTRANHO DA COLUNA,30715261,S
2403,RETIRADA DE MATERIAL DE SINTESE,30715270,S
545,RETIRADA MATERIAIS DE SINTESE,30715270,S
1613,SUBSTITUICAO DE CORPO VERTEBRAL,30715288,S
580,LESAO TRAUMATICA RAQUIMEDULAR C/ LAMINEC,30715318,S
281,MALFORMACAO CRANIO CERVICAL - TRAT CIRURGICO,30715326,S
1247,MENINGOMIELOCELE - TRAT CIRURGICO,30715326,S
2999,MICROCIRURGIA DE TUMOR MEDULAR,30715350,S
1614,MICROCIRURGIA P/ TUMOR INTRAMEDULAR,30715350,N
1612,MICROCIRURGIA P/ TUMOR INTRAMEDULAR,30715350,S
1805,MICROCIRURGIA P/ MALFORMACAO ARTERIO-VENOSA ME,30715350,S
1248,MENINGOCELE - TRAT CIRURGICO,30715350,S
1246,MICROCIRURGIA VASCULAR - RAQUIMEDULAR,30715350,S
1340,SIRINGOMIELIA - TRAT CIRURGICO,30715350,S
1645,TRATAMENTO MICROCIRUR CANAL VERTEB ESTRE,30715369,S
599,TUMOR OSSEO VERTEB RESSECCAO C/SUBSTITU,30715385,S
651,ARTRODESE ESCAPULO UMERAL,30717019,S
652,ARTROPLASTIA ESCAPULO UMERAL C/ IMPLANTE,30717027,S
2040,ARTROTOMIA ESCAPULO UMERAL,30717035,S
1588,BIOPSIA CIRURGICA CINTURA ESCAPULAR - TRAT CRUENTO,30717043,S
613,BIOPSIA CIRUGICA ESCAPULA,30717043,S
2031,DOENCA DE SPRENGEL - TRAT CIRURGICO,30717051,S
1595,DEFORMIDADE (DOENCA)SPRENGEL -  TRAT CIRURGICO,30717051,S
1278,DESARTICULACAO INTERESCAPULO TORACICA,30717060,S
264,DESARTICULACAO ESCAPULO-UMERAL ,30717060,S
653,DESARTICULACAO ESCAPULO-UMERAL,30717060,N
2049,ESCAPULA RESSALTO - TRAT CIRURGICO,30717078,S
654,LUXACAO TRAUMA ESCAPULO UMERAL - REDUCAO INCRUENTA,30717094,S
1585,FRATURA E/OU LUXACAO/AVULSOES - TRAT INCRUENTO,30717094,S
1306,LUXACAO ACROMIO CLAVICULAR OU ESTERNO CL,30717108,S
1586,FRATURA LUXACAO/ AVULSOES - TRAT CRUENTO,30717108,S
1373,FRATURA CLAVICULA/ ESCAPULA - TRAT CIRURGICO,30717108,S
655,LUXACAO TRAUMATICA ESCAPULO UMERAL - TRAT CIRURGICO,30717108,S
656,LUXACAO RECIDIVANTE ESCAPULO UMERAL - TRAT CIRURGICO,30717116,S
1594,OSTEOMIELITE NIVEL CINT ESCAPUL - TRAT CRUENTO,30717124,S
614,OSTEOMIELITE CLAVICULA/ESCAPULA - TRAT CIRURGICO,30717124,S
1307,PSEUDOARTROSE DA CLAVICULA - TRAT CIRURGICO,30717132,S
2234,PSEUDARTROSE E/OU ESTEOTOMIA (CINTURA ESCAPULAR),30717132,S
650,RESSECCAO PARCIAL/TOTAL CLAVICULA - TRAT CIRURGICO,30717140,S
1953,RESSECCAO PARCIAL/TOTAL CLAVICULA - TRAT CRUENTO,30717140,S
1589,REVISAO CIRURGICA DE PROTESE DE OMBRO,30717159,S
1660,TRANSFERENCIA MUSCULAR OMBRO - TRAT CIRURGICO,30717167,S
263,AMPUTACAO NIVEL DE BRACO,30718015,S
693,AMPUTACAO NIVEL DO BRACO,30718015,S
2055,BIOPSIA CIRURGICA UMERO,30718023,S
1603,FIXADOR EXT DINAMICO C/S/ALONG TR CRUENT,30718031,S
1374,DESCOLAMENTO EPIFISARIO UMERO - RED INCRUENTA,30718040,S
785,FRATURA UMERO - REDUCAO INCRUENTA,30718040,S
2030,DESCOLAMENTO EPIFISARIO UMERO - TRAT CIRURGICO,30718058,S
784,FRATURA UMERO - TRAT CIRURGICO,30718058,S
1602,FRATURA PSEUDARTROSE - FIXADOR EXTERNO - TRAT CRUENTO,30718074,S
672,OSTEOMIELITE UMERO - TRAT CIRURGICO,30718082,S
673,ALONGAMENTO UMERO,30718090,S
671,OSTEOTOMIA DO UMERO,30718090,S
612,ENCURTAMENTO DO UMERO,30718090,S
823,ARTRODESE DO COTOVELO,30719011,S
3119,IMPLANTE DE CATETER DUPLO LUMEN NA IRA (INCLUI CATETER),30909074,S
1748,"ARTROSCOPIA ARTIC OMBRO,CINT ES,QUAD,MAN",30708117,S
1946,ARTROPLASTIA COTOVELO COM IMPLANTE,30719020,S
1606,ARTROPLASTIA S/ IMPLANTE TR INCRUENTO,30719038,S
825,ARTROTOMIA COTOVELO,30719046,S
826,BIOPSIA CIRURGICA COTOVELO,30719054,S
827,DESARTICULACAO DO COTOVELO,30719062,S
1604,FRATURA/PSEUDARTROSES/ARTROSE C/ FIXADOR EXTERNO,30719089,S
1945,LUXACAO COTOVELO - REDUCAO INCRUENTA,30719097,S
829,FRATURAS DO COTOVELO - REDUCAO INCRUENTA,30719097,S
830,LUXACAO COTOVELO - REDUCAO CIRURGICA,30719100,S
828,FRATURA DO COTOVELO - TRAT CIRURGICO,30719100,S
1605,LESAO LIGAMENTAR - TRAT CRUENTO,30719119,S
1634,"TENDINITE, SINOVITE E ARTRITE TR CRUENTO",30719127,S
559,SINOVECTOMIA/CAPSULECTOMIA DO COTOVELO,30719127,S
282,ABAIXAMENTO MIO TENDINOSO NO ANTEBRACO,30720010,S
1665,ALONGAMENTO OSSOS ANTEBRACO C/FIX EXT,30720028,S
740,ALONGAMENTO OSSOS DO ANTEBRACO,30720028,S
561,AMPUTACAO NIVEL DO ANTEBRACO,30720036,S
1319,BIOPSIA CIRURGICA ANTEBRACO,30720044,S
1565,CONTRATURA ISQUEMICA DE VOLKMAN TR CIRUR,30720052,S
2039,CONTRATURA ISQUEMICA VOLKMAN TR CIRURG,30720052,N
1320,ENCURTAMENTO DOS OSSOS DO ANTEBRACO,30720079,S
3162,FRATURA DO ANTEBRACO - TRATAMENTO CONSERVADOR,30720087,S
2058,FRATURA DE 1 DOS OSSOS ANTEBRACO - TRAT CIRURGICO,30720095,S
1316,FRATURA LUXACAO MONTEGGIA - TRAT CIRURGICO,30720095,S
1315,FRATURA OSSO ANTEBRACO - TRAT CIRURGICO,30720095,S
783,DESCOLAMENTO EPIFARIO OSSOS ANTEBBRA�O - TRAT CIRURGICO,30720095,S
1317,FRATURA DE 1 DOS OSSOS ANTEBRACO  - RED INCRUENTA,30720109,S
1231,DESCOLAMENTO EPIFISARIO OSSOS ANTEB - TRAT  INCRUENTO,30720109,S
1232,FRATURA VICIOSAMENTE CONSOL ANTEBRACO,30720117,S
1341,PSEUDO ARTROSE ANTEBRACO  - TRAT CIRURGICO,30720133,S
611,RESSECCAO CABECA RADIO/ EXTRE DISTAL ULI,30720141,S
610,RESSECCAO PROC ESTILOIDE RADIO E ULNA,30720150,S
1075,SINOSTESE RADIO ULNAR TRATAMENTO CIRUR,30720168,S
620,AGENESIA RADIO(CENTRALIZ ULNA DO CARPO),30721016,S
247,ALONGAMENTO RADIO/ULNA,30721024,S
248,ARTRODESE ENTRE OS OSSOS DO CARPO,30721032,S
2054,ARTRODESE PUNHO,30721059,S
249,ARTRODESE RADIO-CARPICA OU DO PUNHO,30721059,S
742,ARTROPLASTIA PUNHO COM IMPLANTE,30721067,S
250,ARTROPLASTIA PUNHO COM IMPLANTE,30721067,S
743,ARTROPLASTIA P/ OSSO CARPO C/IMPLANTE,30721075,S
741,ARTROTOMIA PUNHO,30721083,S
1479,BIOPSIA CIRURGICA PUNHO,30721091,S
717,COTO DE AMPUTACAO PUNHO E ANTEBRACO - REVISAO,30721105,S
744,DESARTICULACAO DO PUNHO,30721113,S
623,ENCURTAMENTO RADIO/ULNA,30721121,S
321,FRATURA DE OSSO CO CARPO - RED CIRURGICA,30721148,S
384,FRATURA DO CARPO -  REDUCAO INCRUENTA,30721156,S
1318,FRATURA OSSOS ANTEBRACO - RED INCRUENTA,30721180,S
1482,FRATURA DE COLLES - REDUCAO INCRUENTA,30721180,S
856,FRATURA/LUXACAO PUNHO - RED INCRUENTA,30721180,S
1079,FRATURA/ LUXACAO PUNHO/CARPO - TRAT CIRURGICO,30721199,S
356,LUXACAO DO CARPO - REDUCAO INCRUENTA,30721202,S
1478,PSEUDOARTROSE ESCAFOIDE TR CIRURGICO,30721210,N
1971,REPARACAO LIGAMENTAR DO CARPO,30721237,S
745,RESSECCAO OSSO DO CARPO,30721229,S
1480,SINOVECTOMIA DO PUNHO,30721245,N
368,SINOVECTOMIA DE PUNHO,30721245,S
173,TRANSPOSICAO DO RADIO PARA ULNA,30721253,S
1564,ABSCESSO MAO/ DEDO - TENOSSINOVITE ESP PAL,30722012,S
372,ABSCESSO MAO,30722012,S
1563,ABSCESSO DEDOS - DRENAGEM,30722039,S
669,ALONGAMENTO TENDOES,30722055,N
176,ALONGAMENTO TENDIONOSOS,30722055,S
1957,AMPUTACAO NIVEL DOS METACARPIANOS,30722063,S
2071,AMPUTACAO DEDO (CADA),30722071,S
262,AMPUTACAO NIVEL DE QUIRODACTILOS,30722071,S
617,AMPUTACAO DIGITAL (F1 E F3),30722071,S
531,AMPUTACAO TRANS METACARPIANA,30722080,S
569,AMPUTACAO TRANS METACARPIANA C/TRANSPO,30722098,S
1078,APONEVROSE PALMAR-RESSECCAO,30722101,S
3194,ARTRODESE DE PE,30722110,S
618,ARTROSE INTER FALANGEANA,30722110,S
1483,ARTRODESE INTERFALANGEANA/ METACARPOFAL,30722110,S
252,ARTROPLASTIA C/ IMPLANTE MAO - MULTIPLA,30722128,S
251,ARTROPLASTIA C/ IMPLANTE NA MAO - UNICA,30722136,S
1562,ARTROPLASTIA INTERFALANG/METACARPOFALANG,30722144,S
619,ARTRODESE METACARPOFALANGEANA,30722144,S
1156,BIOPSIA CIRURGICA OSSOS DA MAO,30722160,S
949,BRIDAS CONGENITAS -  TRATAMENTO CIRURGICO,30722179,S
622,CAPSULECTOMIA NIVEL DA MAO MF E IF - MULTIPLAS,30722209,S
1566,CAPSULECTOMIA AO NIVEL DA MAO,30722217,N
621,CAPSULECTOMIA NIVEL DA M�O MF E IF - UNICA,30722217,S
950,CENTRALIZACAO DA ULNA - TRATAMENTO DA MAO,30722225,S
3077,REVISAO DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE),30722241,S
663,COTO DE AMPUTACAO DIGITAL - REVISAO,30722241,S
987,DEDO COLO DE CISNE - TRATAMENTO CIRURGICO,30722250,S
1917,DEDO EM BOTOEIRA - TRATAMENTO CIRURGICO,30722268,S
1076,"DEDO EM GATILHO,CAPSULOTOMIA/FASICOTOMIA - TRAT CIRURGICO",30722276,S
1272,DEDO EM MARTELO - TRATAMENTO CIRURGICO,30722284,S
430,DEDO EM MARTELO - TRATAMENTO CIRURGICO,30722284,S
1077,ENXERTO OSSEO POR PERDA DE SUBSTANCIA,30722306,S
1285,"SUTURA, REPARACAO DE PERDA SUBST MAO",30722306,S
2420,LES�O TENDAO DEDO,30722314,S
303,EXPLORACAO CIRURGICA DE TENDAO - TENOLISE,30722314,S
1975,FALANGIZACAO,30722322,S
2077,FRATURA DE BENNET - REDUCAO CIRURGICA,30722365,S
2448,FRATURA DE FALANGE,30722349,S
1153,FRATURA METACARPIANO - TRAT CIRURGICO,30722411,S
322,FRATURA FALANGE/METACARPIANO - TRAT CIRURGICO,30722411,S
2073,FRATURA DE FALANGE - TRAT CIRURGICO,30722438,S
320,FRATURA/LUXACAO INTER-FALANGEANA - TRAT CIRURGICO,30722438,S
1286,TRATAMENTO CIRUR GIGANTISMO NIVEL MAO,30722454,S
951,GIGANTISMO AO NIVEL DA MAO,30722454,S
355,LESAO LIGAMENTAR AGUDA MAO - REPARACAO CIRURGICA,30722462,S
354,LESAO LIGAMENTAR CRONICA MAO - REPARACAO CIRURGICA,30722470,S
986,LUXACAO FALANGE OU METACARPIANO - REDUCAO INCRUENTA,30722497,S
1154,LUXACAO METACARPOFALANGEANA - REDUCAO INCRUENTA,30722497,S
1155,LUXACAO METACARPOFALANGEANA/ INTERFALANGEANA - TRAT CIRURGICO,30722500,S
1157,OSTEOMIELITE DA MAO - TRAT CIRURGICO,30722519,S
728,PERDA DE SUBSTANCIA DE MAO - TRAT CIRURGICO,30722543,S
2093,CIRURGIA POLICIZACAO,30722560,S
2001,POLICIZACAO OU TRANSFERENCIA DIGITAL,30722560,S
1287,TRATAMENTO CIRUR POLIDACTILIA ARTICULADA,30722578,S
582,POLIDACTILIA ARTICULADA - TRAT CIRURGICO,30722578,S
766,POLIDACTILIA ARTICULADA TR CIRURGICO,30722578,N
